OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
01027900,HICKEY COLLEGE,MO,631463127,PROPRIETARY, 247 , 247 ," $8,82,409.00 ",247," $4,47,465.00 ", 238 , 257 ," $10,15,181.00 ",257," $5,00,720.00 ", 80 , 82 ," $8,01,630.00 ",82," $4,00,598.00 ", -   , -   , $-   ,0, $-   
01102600,WARRENSBURG AREA CAREER CENTER,MO,640932019,PUBLIC, 16 , 16 ," $54,250.00 ",16," $28,000.00 ", 18 , 19 ," $86,750.00 ",19," $46,250.00 ", 3 , 3 ," $22,000.00 ",3," $11,000.00 ", -   , -   , $-   ,0, $-   
01212000,ASSEMBLIES OF GOD THEOLOGICAL SEMINARY,MO,658022131,PRIVATE, 100 , 101 ," $7,66,584.00 ",101," $4,15,522.00 ", 62 , 63 ," $4,16,486.00 ",64," $2,14,975.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01250000,RANKEN TECHNICAL COLLEGE,MO,631132811,PRIVATE, 937 , 938 ," $33,14,558.00 ",949," $17,23,719.00 ", 921 , 928 ," $33,14,094.00 ",933," $17,23,393.00 ", 233 , 234 ," $17,50,751.00 ",234," $8,83,797.00 ", -   , -   , $-   ,0, $-   
01258000,SAINT LOUIS CHRISTIAN COLLEGE,MO,630336499,PRIVATE, 174 , 174 ," $6,81,523.00 ",174," $2,80,976.00 ", 176 , 177 ," $7,66,197.00 ",177," $2,87,052.00 ", 10 , 10 ," $35,880.00 ",10," $17,065.00 ", -   , -   , $-   ,0, $-   
01320800,BAPTIST BIBLE COLLEGE,MO,658033498,PRIVATE, 121 , 121 ," $5,05,718.00 ",128," $2,62,196.00 ", 97 , 122 ," $3,71,314.00 ",126," $1,93,719.00 ", 6 , 6 ," $26,886.00 ",6," $13,443.00 ", -   , -   , $-   ,0, $-   
02068200,LESTER E. COX MEDICAL CENTER,MO,658021988,PRIVATE, 283 , 285 ," $11,24,232.00 ",286," $5,83,595.00 ", 284 , 288 ," $15,59,409.00 ",289," $8,11,485.00 ", 4 , 4 ," $37,000.00 ",4," $18,500.00 ", -   , -   , $-   ,0, $-   
02073600,KENNETT CAREER & TECHNOLOGY CENTER,MO,638571524,PUBLIC, 13 , 13 ," $41,890.00 ",13," $22,556.00 ", 7 , 7 ," $21,022.00 ",7," $11,347.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02124500,FRANKLIN TECHNOLOGY CENTER,MO,648011595,PUBLIC, 132 , 132 ," $4,20,806.00 ",132," $2,07,931.00 ", 108 , 108 ," $4,44,200.00 ",110," $2,05,254.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02151000,HANNIBAL CAREER AND TECHNICAL CENTER,MO,634012285,PUBLIC, 21 , 21 ," $61,946.00 ",21," $30,424.00 ", 20 , 20 ," $86,758.00 ",20," $41,946.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02164200,FOREST INSTITUTE OF PROFESSIONAL PSYCHOLOGY,MO,658071445,PRIVATE, 207 , 208 ," $16,70,335.00 ",208," $8,10,937.00 ", 207 , 220 ," $31,30,441.00 ",220," $15,20,254.00 ", -   , -   , $-   ,0, $-   , 7 , 7 ," $21,582.00 ",7," $9,185.00 "
02180200,METRO BUSINESS COLLEGE,MO,637013846,PROPRIETARY, 47 , 47 ," $1,64,105.00 ",49," $59,288.00 ", 39 , 39 ," $1,60,220.00 ",40," $55,757.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02188100,NORTHLAND CAREER CENTER,MO,640798333,PUBLIC, 25 , 25 ," $84,981.00 ",25," $42,275.00 ", 31 , 31 ," $1,64,230.00 ",31," $80,392.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02202700,OZARK CHRISTIAN COLLEGE,MO,648014804,PRIVATE, 117 , 117 ," $4,79,036.00 ",117," $2,47,019.00 ", 110 , 110 ," $5,00,608.00 ",112," $2,56,125.00 ", 14 , 14 ," $82,271.00 ",15," $42,493.00 ", -   , -   , $-   ,0, $-   
02203400,NEVADA REGIONAL TECHNICAL CENTER,MO,647721298,PUBLIC, 20 , 20 ," $66,884.00 ",20," $33,266.00 ", 13 , 13 ," $66,443.00 ",13," $33,154.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02205200,SANFORD-BROWN COLLEGE,MO,630267305,PROPRIETARY, 655 , 668 ," $22,60,175.00 ",699," $8,68,752.00 ", 655 , 658 ," $33,44,085.00 ",687," $12,52,147.00 ", 1 , 1 ," $4,364.00 ",1," $1,456.00 ", -   , -   , $-   ,0, $-   
02239200,ANTHEM COLLEGE,MO,630430000,PROPRIETARY, 317 , 317 ," $10,43,514.00 ",338," $5,33,444.00 ", 317 , 427 ," $10,80,254.00 ",458," $5,43,827.00 ", 32 , 32 ," $1,82,439.00 ",33," $93,551.00 ", -   , -   , $-   ,0, $-   
02250600,EVEREST COLLEGE,MO,658072446,PROPRIETARY, 461 , 463 ," $16,82,087.00 ",473," $6,56,186.00 ", 443 , 641 ," $18,69,744.00 ",646," $7,22,082.00 ", 25 , 25 ," $1,43,240.00 ",25," $54,484.00 ", -   , -   , $-   ,0, $-   
02266400,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MO,652701997,PRIVATE, 34 , 34 ," $1,37,394.00 ",34," $68,318.00 ", 24 , 24 ," $97,841.00 ",24," $44,524.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02304000,MISSOURI TECHNICAL SCHOOL,MO,633033887,PROPRIETARY, 30 , 30 ," $1,25,987.00 ",30," $62,834.00 ", 33 , 33 ," $1,99,906.00 ",33," $99,417.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02313000,CASS CAREER CENTER,MO,647012087,PUBLIC, 19 , 19 ," $66,973.00 ",19," $33,250.00 ", 17 , 17 ," $94,792.00 ",17," $47,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02340500,SAINT LOUIS COLLEGE OF HEALTH CAREERS,MO,631101511,PROPRIETARY, 156 , 157 ," $5,05,848.00 ",160," $2,56,199.00 ", 142 , 143 ," $7,09,029.00 ",147," $3,47,704.00 ", 4 , 4 ," $25,686.00 ",4," $12,844.00 ", -   , -   , $-   ,0, $-   
02361600,CONCORDE CAREER COLLEGE,MO,641112407,PROPRIETARY, 124 , 125 ," $4,23,932.00 ",136," $2,27,181.00 ", 117 , 119 ," $4,73,077.00 ",131," $2,42,631.00 ", 8 , 8 ," $34,528.00 ",9," $17,389.00 ", -   , -   , $-   ,0, $-   
02520800,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCE,MO,651092534,PROPRIETARY, 8 , 8 ," $26,300.00 ",8," $14,300.00 ", 7 , 7 ," $33,333.00 ",7," $16,666.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02530600,SAINT CHARLES COMMUNITY COLLEGE,MO,633760975,PUBLIC, 460 , 464 ," $14,95,529.00 ",464," $7,61,427.00 ", 438 , 444 ," $15,42,884.00 ",444," $7,92,833.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02555300,PATSY AND ROB'S ACADEMY OF BEAUTY,MO,633047124,PROPRIETARY, 12 , 12 ," $37,650.00 ",13," $22,142.00 ", 12 , 12 ," $47,068.00 ",13," $25,029.00 ", 1 , 1 ," $4,200.00 ",1," $2,100.00 ", -   , -   , $-   ,0, $-   
02599700,VATTEROTT COLLEGE,MO,631342900,PROPRIETARY," 1,340 "," 1,341 "," $50,27,900.00 ","1,541"," $20,72,122.00 "," 1,253 "," 1,283 "," $64,51,884.00 ","1,476"," $26,25,511.00 ", 21 , 21 ," $1,28,475.00 ",21," $42,831.00 ", -   , -   , $-   ,0, $-   
02608000,NEOSHO BEAUTY COLLEGE,MO,648501525,PROPRIETARY, 5 , 5 ," $17,500.00 ",6," $8,750.00 ", 2 , 2 ," $10,336.00 ",2," $5,167.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03042400,LEBANON TECHNOLOGY AND CAREER CENTER,MO,655363296,PUBLIC, 6 , 6 ," $13,190.00 ",6," $6,594.00 ", 7 , 7 ," $21,388.00 ",7," $10,694.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03066300,BRYAN COLLEGE,MO,658044921,PROPRIETARY, 9 , 9 ," $33,980.00 ",13," $23,270.00 ", 9 , 9 ," $29,373.00 ",14," $19,338.00 ", 1 , 1 ," $2,824.00 ",1," $1,412.00 ", -   , -   , $-   ,0, $-   
03068600,SPECIAL SCHOOL DISTRICT OF ST. LOUIS COUNTY,MO,630336498,PUBLIC, 22 , 22 ," $72,557.00 ",22," $37,299.00 ", 22 , 22 ," $1,23,087.00 ",22," $61,271.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03070900,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCE,MO,637034507,PRIVATE, 21 , 21 ," $78,644.00 ",21," $43,250.00 ", 21 , 21 ," $1,01,501.00 ",21," $59,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03083000,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,658023601,PUBLIC, 568 , 569 ," $19,39,240.00 ",569," $10,07,583.00 ", 532 , 630 ," $19,13,581.00 ",630," $9,95,724.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03092600,MESSENGER COLLEGE,MO,648044909,PRIVATE, 19 , 19 ," $79,767.00 ",21," $41,258.00 ", 14 , 14 ," $55,155.00 ",16," $26,576.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03106000,MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,657752715,PUBLIC, 499 , 499 ," $18,14,775.00 ",501," $9,15,405.00 ", 195 , 195 ," $9,66,880.00 ",195," $4,87,396.00 ", 1 , 1 ," $4,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   
03528300,MIDWEST UNIVERSITY,MO,633852905,PRIVATE, 1 , 1 ," $8,500.00 ",1," $4,250.00 ", 1 , 1 ," $1,750.00 ",1, $875.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03579300,TEXAS COUNTY TECHNICAL COLLEGE,MO,654832700,PRIVATE, 4 , 4 ," $4,882.00 ",4," $4,800.00 ", 2 , 2 ," $3,421.00 ",2," $3,200.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03616300,AVIATION INSTITUTE OF MAINTENANCE,MO,641291811,PROPRIETARY, 64 , 64 ," $2,48,179.00 ",91," $1,20,457.00 ", 66 , 66 ," $3,42,218.00 ",93," $1,58,492.00 ", 2 , 2 ," $19,382.00 ",4," $15,936.00 ", -   , -   , $-   ,0, $-   
03916300,ECLIPS SCHOOL OF COSMETOLOGY AND BARBERING,MO,637035809,PROPRIETARY, 12 , 14 ," $28,594.00 ",14," $23,304.00 ", 12 , 18 ," $56,473.00 ",18," $34,764.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03970400,WELLSPRING SCHOOL OF ALLIED HEALTH,MO,641143313,PROPRIETARY, 21 , 21 ," $71,973.00 ",21," $35,867.00 ", 22 , 22 ," $1,16,354.00 ",23," $59,971.00 ", 3 , 3 ," $30,843.00 ",3," $15,422.00 ", -   , -   , $-   ,0, $-   
04145700,SYSTEM (THE) - A PAUL MITCHELL PARTNER SCHOOL,MO,658075969,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $8,000.00 ",1," $4,000.00 ", -   , -   , $-   ,0, $-   
00239700,BELHAVEN UNIVERSITY,MS,392021789,PRIVATE, 964 , 968 ," $46,59,896.00 ",981," $23,31,138.00 ", 905 , 982 ," $47,07,090.00 ",995," $23,21,235.00 ", 61 , 62 ," $5,32,486.00 ",62," $2,69,472.00 ", -   , -   , $-   ,0, $-   
00239800,BLUE MOUNTAIN COLLEGE,MS,386109370,PRIVATE, 181 , 186 ," $7,87,911.00 ",192," $4,60,096.00 ", 134 , 143 ," $5,60,425.00 ",146," $3,09,338.00 ", 2 , 2 ," $15,601.00 ",2," $10,850.00 ", -   , -   , $-   ,0, $-   
00240200,COPIAH-LINCOLN COMMUNITY COLLEGE,MS,391910649,PUBLIC, 647 , 661 ," $21,12,808.00 ",661," $10,81,972.00 ", 487 , 498 ," $10,86,480.00 ",498," $5,51,119.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00240300,DELTA STATE UNIVERSITY,MS,387330000,PUBLIC," 1,577 "," 1,616 "," $79,44,429.00 ","1,616"," $41,49,937.00 "," 1,612 "," 1,756 "," $68,53,083.00 ","1,756"," $35,29,243.00 ", 43 , 44 ," $2,77,882.00 ",49," $1,46,916.00 ", -   , -   , $-   ,0, $-   
00240500,EAST MISSISSIPPI COMMUNITY COLLEGE,MS,393580000,PUBLIC, 22 , 22 ," $16,524.00 ",26," $16,481.00 ", 13 , 13 ," $15,050.00 ",17," $15,050.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00240700,HINDS COMMUNITY COLLEGE,MS,391549799,PUBLIC," 2,531 "," 2,604 "," $80,12,341.00 ","2,604"," $41,60,725.00 "," 1,758 "," 1,793 "," $48,97,752.00 ","1,793"," $25,14,792.00 ", 5 , 5 ," $21,438.00 ",5," $10,719.00 ", -   , -   , $-   ,0, $-   
00240900,ITAWAMBA COMMUNITY COLLEGE,MS,388431099,PUBLIC," 2,081 "," 2,171 "," $73,26,298.00 ","2,171"," $37,46,852.00 "," 1,550 "," 1,643 "," $55,53,183.00 ","1,643"," $28,38,758.00 ", 3 , 3 ," $16,030.00 ",3," $8,015.00 ", -   , -   , $-   ,0, $-   
00241000,JACKSON STATE UNIVERSITY,MS,392170001,PUBLIC," 4,520 "," 4,548 "," $2,31,98,648.00 ","4,548"," $1,16,92,282.00 "," 4,673 "," 4,834 "," $2,94,16,259.00 ","4,835"," $1,48,56,999.00 ", 114 , 121 ," $9,95,890.00 ",121," $5,02,016.00 ", 16 , 17 ," $2,41,505.00 ",17," $91,556.00 "
00241100,JONES COUNTY JUNIOR COLLEGE,MS,394373999,PUBLIC, 139 , 139 ," $4,25,340.00 ",139," $2,17,790.00 ", 133 , 134 ," $4,25,395.00 ",134," $2,16,442.00 ", 2 , 2 ," $6,024.00 ",2," $3,012.00 ", -   , -   , $-   ,0, $-   
00241400,MILLSAPS COLLEGE,MS,392100001,PRIVATE, 344 , 347 ," $15,05,648.00 ",347," $7,81,511.00 ", 472 , 488 ," $21,95,600.00 ",488," $11,34,812.00 ", 50 , 53 ," $6,16,635.00 ",53," $3,19,891.00 ", 1 , 1 ," $3,000.00 ",1," $3,000.00 "
00241500,MISSISSIPPI COLLEGE,MS,390580001,PRIVATE," 1,548 "," 1,566 "," $86,67,100.00 ","1,569"," $44,54,076.00 "," 1,738 "," 1,819 "," $1,16,22,591.00 ","1,822"," $59,71,483.00 ", 89 , 90 ," $6,03,730.00 ",90," $3,06,338.00 ", 247 , 254 ," $51,61,851.00 ",262," $26,22,445.00 "
00241700,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,MS,395730000,PUBLIC, 637 , 643 ," $20,73,771.00 ",643," $10,44,538.00 ", 534 , 543 ," $22,71,622.00 ",543," $11,31,728.00 ", 1 , 1 ," $1,550.00 ",1, $775.00 , -   , -   , $-   ,0, $-   
00241800,MISSISSIPPI GULF COAST COLLEGE COMMUNITY COLLEGE,MS,39553,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $8,004.00 ",1," $4,002.00 ", -   , -   , $-   ,0, $-   
00242200,MISSISSIPPI UNIVERSITY FOR WOMEN,MS,397015818,PUBLIC," 1,067 "," 1,096 "," $45,87,024.00 ","1,099"," $23,47,677.00 "," 1,047 "," 1,155 "," $52,30,810.00 ","1,159"," $26,68,579.00 ", 39 , 40 ," $1,93,445.00 ",40," $99,947.00 ", 5 , 5 ," $69,149.00 ",5," $34,575.00 "
00242300,MISSISSIPPI STATE UNIVERSITY,MS,397629698,PUBLIC," 4,964 "," 5,137 "," $2,39,90,265.00 ","5,144"," $1,26,32,274.00 "," 5,505 "," 5,967 "," $3,36,49,320.00 ","5,971"," $1,75,20,293.00 ", 350 , 367 ," $28,34,044.00 ",369," $14,54,346.00 ", 67 , 70 ," $8,37,733.00 ",70," $4,23,371.00 "
00242400,MISSISSIPPI VALLEY STATE UNIVERSITY,MS,389411400,PUBLIC," 1,675 "," 1,742 "," $82,34,984.00 ","1,803"," $42,27,769.00 "," 1,684 "," 1,826 "," $86,59,719.00 ","1,916"," $45,08,167.00 ", 27 , 28 ," $1,93,261.00 ",29," $1,00,098.00 ", -   , -   , $-   ,0, $-   
00242600,NORTHEAST MISSISSIPPI COMMUNITY COLLEGE,MS,388291731,PUBLIC, 460 , 464 ," $13,99,170.00 ",464," $7,23,727.00 ", 202 , 203 ," $4,98,148.00 ",203," $2,51,143.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00242700,NORTHWEST MISSISSIPPI COMMUNITY COLLEGE,MS,386681703,PUBLIC," 1,054 "," 1,077 "," $26,26,796.00 ","1,130"," $13,66,144.00 ", 688 , 708 ," $17,87,053.00 ",732," $9,17,168.00 ", 1 , 1 ," $4,700.00 ",1," $2,350.00 ", -   , -   , $-   ,0, $-   
00243300,RUST COLLEGE,MS,386352328,PRIVATE, 163 , 163 ," $6,86,136.00 ",163," $3,43,033.00 ", 97 , 106 ," $2,70,379.00 ",106," $1,36,249.00 ", 1 , 1 ," $8,500.00 ",1," $4,250.00 ", -   , -   , $-   ,0, $-   
00243900,TOUGALOO COLLEGE,MS,391749799,PRIVATE, 357 , 358 ," $17,34,132.00 ",360," $8,72,535.00 ", 256 , 260 ," $15,81,123.00 ",262," $7,98,987.00 ", 32 , 32 ," $3,02,597.00 ",32," $1,51,299.00 ", -   , -   , $-   ,0, $-   
00244000,UNIVERSITY OF MISSISSIPPI,MS,386771848,PUBLIC," 4,938 "," 5,017 "," $2,66,13,416.00 ","5,021"," $1,38,05,543.00 "," 5,200 "," 5,669 "," $3,53,75,655.00 ","5,674"," $1,77,76,912.00 ", 802 , 849 ," $1,00,63,346.00 ",852," $51,80,677.00 ", 212 , 218 ," $19,43,447.00 ",220," $10,10,049.00 "
00244100,UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,394060001,PUBLIC," 6,286 "," 6,465 "," $3,01,36,658.00 ","6,472"," $1,56,03,510.00 "," 6,257 "," 7,046 "," $3,54,41,341.00 ","7,050"," $1,84,30,501.00 ", 242 , 256 ," $18,81,077.00 ",258," $9,84,525.00 ", 1 , 1 ," $4,674.00 ",1," $1,326.00 "
00244700,WILLIAM CAREY UNIVERSITY,MS,394015499,PRIVATE," 1,406 "," 1,439 "," $75,09,967.00 ","1,439"," $24,20,979.00 "," 1,410 "," 1,450 "," $97,06,759.00 ","1,450"," $31,28,557.00 ", 16 , 16 ," $1,01,229.00 ",16," $35,546.00 ", 13 , 14 ," $1,35,496.00 ",14," $44,724.00 "
01146100,WESLEY COLLEGE,MS,390731070,PRIVATE, 37 , 37 ," $1,68,000.00 ",37," $85,250.00 ", 36 , 36 ," $1,73,150.00 ",44," $87,075.00 ", 1 , 1 ," $4,550.00 ",1," $2,275.00 ", -   , -   , $-   ,0, $-   
02516200,WESLEY BIBLICAL SEMINARY,MS,392062412,PRIVATE, 43 , 43 ," $3,26,418.00 ",44," $1,52,193.00 ", 34 , 34 ," $3,40,496.00 ",35," $1,58,051.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03525300,BLUE CLIFF COLLEGE,MS,395030000,PROPRIETARY, -   , -   , $-   ,0, $-   , 1 , 1 , $600.00 ,1, $600.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00252600,CARROLL COLLEGE,MT,596250002,PRIVATE, 612 , 620 ," $26,36,640.00 ",620," $13,40,872.00 ", 671 , 697 ," $27,91,952.00 ",697," $14,35,938.00 ", 149 , 150 ," $16,21,120.00 ",154," $8,31,864.00 ", -   , -   , $-   ,0, $-   
00252700,UNIVERSITY OF GREAT FALLS,MT,594054996,PRIVATE, 446 , 465 ," $21,02,576.00 ",469," $10,77,079.00 ", 463 , 515 ," $26,97,897.00 ",523," $13,89,869.00 ", 56 , 60 ," $5,36,600.00 ",60," $2,56,900.00 ", -   , -   , $-   ,0, $-   
00252800,MILES COMMUNITY COLLEGE,MT,593014799,PUBLIC, 158 , 158 ," $5,45,995.00 ",160," $2,71,142.00 ", 111 , 118 ," $4,76,539.00 ",118," $2,41,796.00 ", 3 , 3 ," $12,960.00 ",3," $6,480.00 ", -   , -   , $-   ,0, $-   
00252900,DAWSON COMMUNITY COLLEGE,MT,593301405,PUBLIC, 78 , 81 ," $2,23,969.00 ",81," $1,12,200.00 ", 92 , 94 ," $3,84,375.00 ",94," $1,95,218.00 ", 2 , 2 ," $11,686.00 ",2," $5,844.00 ", -   , -   , $-   ,0, $-   
00253000,MONTANA STATE UNIVERSITY - BILLINGS,MT,591010298,PUBLIC," 1,598 "," 1,616 "," $63,54,305.00 ","1,618"," $33,70,244.00 "," 1,543 "," 1,579 "," $76,63,364.00 ","1,581"," $39,94,070.00 ", 103 , 104 ," $7,28,390.00 ",104," $3,59,583.00 ", -   , -   , $-   ,0, $-   
00253100,MONTANA TECH OF THE UNIVERSITY OF MONTANA,MT,597018997,PUBLIC, 821 , 827 ," $29,95,239.00 ",827," $15,77,131.00 ", 839 , 869 ," $39,30,784.00 ",869," $20,27,365.00 ", 79 , 82 ," $5,28,194.00 ",82," $2,71,816.00 ", -   , -   , $-   ,0, $-   
00253200,MONTANA STATE UNIVERSITY - BOZEMAN,MT,597170001,PUBLIC," 3,997 "," 4,115 "," $1,78,90,505.00 ","4,116"," $92,83,391.00 "," 4,127 "," 4,503 "," $2,05,37,089.00 ","4,505"," $1,05,57,961.00 ", 765 , 775 ," $86,54,935.00 ",777," $43,95,109.00 ", 18 , 19 ," $98,815.00 ",19," $50,683.00 "
00253300,MONTANA STATE UNIVERSITY - NORTHERN,MT,595013148,PUBLIC, 504 , 532 ," $20,10,394.00 ",538," $9,57,894.00 ", 256 , 299 ," $10,16,791.00 ",303," $5,05,600.00 ", 11 , 11 ," $82,316.00 ",11," $43,037.00 ", -   , -   , $-   ,0, $-   
00253400,ROCKY MOUNTAIN COLLEGE,MT,591021796,PRIVATE, 437 , 437 ," $19,43,603.00 ",458," $10,38,136.00 ", 484 , 492 ," $23,97,699.00 ",515," $12,84,764.00 ", 63 , 64 ," $6,77,802.00 ",64," $3,55,464.00 ", 18 , 18 ," $4,41,711.00 ",18," $2,17,613.00 "
00253600,UNIVERSITY OF MONTANA (THE),MT,598120001,PUBLIC," 6,006 "," 6,083 "," $2,83,74,823.00 ","6,084"," $1,46,13,572.00 "," 5,730 "," 6,040 "," $2,96,98,128.00 ","6,040"," $1,52,53,079.00 ", 659 , 663 ," $66,06,882.00 ",663," $33,50,476.00 ", 168 , 179 ," $14,04,340.00 ",179," $6,98,249.00 "
00253700,UNIVERSITY OF MONTANA WESTERN (THE),MT,597253598,PUBLIC, 418 , 418 ," $17,77,095.00 ",498," $9,84,548.00 ", 378 , 383 ," $16,47,875.00 ",456," $9,29,043.00 ", 27 , 27 ," $1,65,501.00 ",28," $84,424.00 ", -   , -   , $-   ,0, $-   
00677700,FLATHEAD VALLEY COMMUNITY COLLEGE,MT,599012699,PUBLIC, 446 , 449 ," $15,59,909.00 ",449," $7,98,060.00 ", 378 , 380 ," $16,75,703.00 ",380," $8,56,460.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00757000,UNIVERSITY OF MONTANA HELENA COLLEGE OF TECHNOLOGY,MT,596013098,PUBLIC, 510 , 520 ," $17,04,115.00 ",520," $8,64,522.00 ", 444 , 462 ," $21,23,150.00 ",462," $10,74,315.00 ", 9 , 10 ," $58,694.00 ",10," $29,347.00 ", -   , -   , $-   ,0, $-   
00790000,BUTTE ACADEMY OF BEAUTY CULTURE,MT,597019197,PROPRIETARY, 10 , 10 ," $32,523.00 ",10," $16,150.00 ", 7 , 7 ," $39,016.00 ",7," $19,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00931400,MONTANA STATE UNIVERSITY GREAT FALLS COLLEGE OF TECHNOLOGY,MT,594054907,PUBLIC, 717 , 731 ," $25,59,901.00 ",731," $11,52,165.00 ", 353 , 387 ," $13,96,195.00 ",387," $6,65,177.00 ", 7 , 7 ," $45,850.00 ",7," $20,927.00 ", -   , -   , $-   ,0, $-   
02621300,ACADEMY OF COSMETOLOGY,MT,597153544,PROPRIETARY, 3 , 3 ," $10,500.00 ",3," $5,250.00 ", 3 , 3 ," $16,000.00 ",3," $8,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03205300,MODERN BEAUTY SCHOOL,MT,598018386,PROPRIETARY, 1 , 1 ," $1,331.00 ",1, $622.00 , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00290500,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY,NC,274110001,PUBLIC, 5 , 5 ," $16,461.00 ",5," $8,231.00 ", 7 , 7 ," $44,942.00 ",7," $21,325.00 ", 75 , 76 ," $8,80,807.00 ",77," $4,39,515.00 ", -   , -   , $-   ,0, $-   
00290600,APPALACHIAN STATE UNIVERSITY,NC,286080001,PUBLIC," 4,060 "," 4,202 "," $1,70,89,703.00 ","4,204"," $87,69,323.00 "," 5,124 "," 5,482 "," $2,55,40,481.00 ","5,487"," $1,31,61,838.00 "," 1,673 "," 1,690 "," $1,27,47,411.00 ","1,693"," $64,25,970.00 ", 2 , 2 ," $10,093.00 ",2," $5,047.00 "
00290700,UNIVERSITY OF NORTH CAROLINA  ASHEVILLE,NC,288048503,PUBLIC, 138 , 139 ," $5,41,818.00 ",139," $2,65,068.00 ", 163 , 164 ," $7,16,393.00 ",166," $3,52,097.00 ", 33 , 33 ," $2,42,746.00 ",33," $1,21,626.00 ", -   , -   , $-   ,0, $-   
00290800,BARTON COLLEGE,NC,278933104,PRIVATE, 752 , 760 ," $32,00,762.00 ",764," $15,21,313.00 ", 781 , 809 ," $32,62,362.00 ",821," $14,69,817.00 ", 78 , 84 ," $8,01,781.00 ",88," $4,41,198.00 ", -   , -   , $-   ,0, $-   
00291100,BENNETT COLLEGE,NC,274013239,PRIVATE, 452 , 454 ," $19,71,978.00 ",454," $9,93,281.00 ", 462 , 636 ," $21,14,364.00 ",638," $10,71,859.00 ", 93 , 95 ," $11,36,679.00 ",95," $5,73,803.00 ", -   , -   , $-   ,0, $-   
00291200,BREVARD COLLEGE,NC,287123306,PRIVATE, 324 , 327 ," $13,51,147.00 ",328," $6,98,188.00 ", 373 , 420 ," $15,79,390.00 ",423," $8,41,341.00 ", 56 , 59 ," $6,53,337.00 ",60," $3,32,316.00 ", -   , -   , $-   ,0, $-   
